transaction_id,po_number,company_code,purchasing_org,purchasing_group,document_type,date,vendor_number,supplier_id,supplier_name,plant_code,site,storage_location,material_number,category,description,quantity,unit_price,total_amount,currency,on_contract,planned_lead_days,planned_delivery_date,actual_gr_date,gr_document_number,delivery_status,days_late
TX-01161,PO-89291,CA01,PO01,PG2,NB,2025-02-01,100032,S032,Endress+Hauser,NX70,Aurora,SL02,MAT-10052,Instrumentation,Control valve,11.71,16722.62,195821.88,CAD,1,21,2025-02-22,2025-02-22,GR5001782,On Time,0
TX-00928,PO-34535,CA01,PO01,PG2,NB,2025-07-10,100006,S006,HD Supply,NX50,Redwater,SL02,MAT-10033,Electrical,Transformer,12.85,4123.1,52981.84,CAD,1,10,2025-07-20,2025-07-20,GR5001783,On Time,0
TX-02390,PO-88011,CA01,PO01,PG3,NB,2024-03-12,100030,S030,DuPont Canada,NX40,Patience Lake,SL03,MAT-10032,Agri-Chemicals,Anhydrous ammonia,17.44,3532.15,61600.7,CAD,1,7,2024-03-19,2024-03-19,GR5001784,On Time,0
TX-01659,PO-44757,CA01,PO01,PG3,NB,2025-10-15,100008,S008,Univar Solutions,NX20,Vanscoy,SL03,MAT-10027,Chemicals,Defoamer,4.88,5320.93,25966.14,CAD,1,9,2025-10-24,2025-10-21,GR5001785,On Time,0
TX-02125,PO-63453,CA01,PO01,PG2,NB,2025-05-30,100032,S032,Endress+Hauser,NX50,Redwater,SL02,MAT-10046,Instrumentation,Pressure transmitter,8.68,14656.45,127217.99,CAD,1,21,2025-06-20,2025-06-18,GR5001786,On Time,0
TX-00438,PO-74169,CA01,PO01,PG1,NB,2024-07-14,100001,S001,Prairie Industrial Supply,NX60,Rocanville,SL01,MAT-10001,MRO,Valve repair parts,4.98,3492.26,17391.45,CAD,1,7,2024-07-21,2024-07-19,GR5001787,On Time,0
TX-00633,PO-21743,CA01,PO01,PG4,NB,2024-06-29,100024,S024,Northern Safety,NX20,Vanscoy,SL04,MAT-10010,Safety,Hearing protection,39.1,142.9,5587.39,CAD,1,2,2024-07-01,2024-07-01,GR5001788,On Time,0
TX-00649,PO-51614,CA01,PO01,PG2,NB,2023-10-25,100032,S032,Endress+Hauser,NX60,Rocanville,SL02,MAT-10002,Instrumentation,Flow meter,13.47,14773.84,199003.62,CAD,1,21,2023-11-15,2023-11-19,GR5001789,Late,4
TX-01591,PO-71631,CA01,PO01,PG3,NB,2023-03-08,100007,S007,Brenntag Canada,NX70,Aurora,SL03,MAT-10007,Chemicals,Corrosion inhibitor,13.96,5351.08,74701.08,CAD,1,8,2023-03-16,2023-03-16,GR5001790,On Time,0
TX-00617,PO-82085,CA01,PO01,PG2,NB,2025-05-24,100006,S006,HD Supply,NX70,Aurora,SL02,MAT-10041,Electrical,Cable tray,17.77,2668.78,47424.22,CAD,1,10,2025-06-03,2025-06-03,GR5001791,On Time,0
TX-00239,PO-24707,CA01,PO01,PG3,NB,2025-12-17,100027,S027,Western Agri-Chem,NX60,Rocanville,SL03,MAT-10007,Chemicals,Corrosion inhibitor,14.37,1674.75,24066.16,CAD,1,8,2025-12-25,2025-12-25,GR5001792,On Time,0
TX-01673,PO-78035,CA01,PO01,PG5,UB,2025-09-25,100018,S018,TransWest Shipping,NX30,Cory,SL05,MAT-10029,Logistics,Expedited shipping,15.67,4262.66,66795.88,CAD,0,4,2025-09-29,2025-09-29,GR5001793,On Time,0
TX-00851,PO-74512,CA01,PO01,PG2,NB,2023-07-17,100034,S034,ABB Canada,NX30,Cory,SL02,MAT-10019,Electrical,LED fixture,15.44,9983.99,154152.81,CAD,1,12,2023-07-29,2023-07-29,GR5001794,On Time,0
TX-00323,PO-92890,CA01,PO01,PG5,UB,2024-05-21,100018,S018,TransWest Shipping,NX50,Redwater,SL05,MAT-10039,Logistics,Flatbed transport,15.47,6208.4,96043.95,CAD,0,4,2024-05-25,2024-05-25,GR5001795,On Time,0
TX-01624,PO-62963,CA01,PO01,PG2,NB,2025-05-21,100006,S006,HD Supply,NX30,Cory,SL02,MAT-10023,Electrical,Motor starter,11.7,11487.89,134408.31,CAD,1,10,2025-05-31,2025-05-31,GR5001796,On Time,0
TX-00508,PO-43127,CA01,PO01,PG2,NB,2025-11-15,100034,S034,ABB Canada,NX60,Rocanville,SL02,MAT-10019,Electrical,LED fixture,3.71,2923.09,10844.66,CAD,1,12,2025-11-27,2025-11-27,GR5001797,On Time,0
TX-00401,PO-21945,CA01,PO01,PG3,NB,2025-03-25,100009,S009,Chemtrade Logistics,NX50,Redwater,SL03,MAT-10027,Chemicals,Defoamer,9.95,10822.63,107685.17,CAD,1,5,2025-03-30,2025-03-30,GR5001798,On Time,0
TX-01196,PO-94393,CA01,PO01,PG2,NB,2024-11-19,100032,S032,Endress+Hauser,NX10,Allan,SL02,MAT-10018,Instrumentation,Temperature probe,9.1,2941.72,26769.65,CAD,1,21,2024-12-10,2024-12-10,GR5001799,On Time,0
TX-01116,PO-73595,CA01,PO01,PG4,NB,2023-05-12,100038,S038,Prairie Packaging,NX30,Cory,SL04,MAT-10024,Packaging,Poly liner,17.8,1204.44,21439.03,CAD,1,5,2023-05-17,2023-05-17,GR5001800,On Time,0
TX-01333,PO-23701,CA01,PO01,PG4,NB,2024-03-18,100024,S024,Northern Safety,NX70,Aurora,SL04,MAT-10051,Safety,Gloves — cut-resistant,23.9,166.32,3975.05,CAD,1,2,2024-03-20,2024-03-20,GR5001801,On Time,0
TX-00543,PO-62183,CA01,PO01,PG3,NB,2025-09-17,100027,S027,Western Agri-Chem,NX30,Cory,SL03,MAT-10017,Agri-Chemicals,Phosphate blend,5.82,2730.56,15891.86,CAD,1,8,2025-09-25,2025-09-25,GR5001802,On Time,0
TX-01368,PO-71391,CA01,PO01,PG5,UB,2024-10-03,100037,S037,Purolator,NX60,Rocanville,SL05,MAT-10029,Logistics,Expedited shipping,10.57,5638.72,59601.27,CAD,1,1,2024-10-04,2024-10-04,GR5001803,On Time,0
TX-00108,PO-49608,CA01,PO01,PG2,NB,2023-05-10,100034,S034,ABB Canada,NX70,Aurora,SL02,MAT-10014,Electrical,Conduit kit,13.07,7071.16,92420.06,CAD,1,12,2023-05-22,2023-05-22,GR5001804,On Time,0
TX-00586,PO-74478,CA01,PO01,PG1,NB,2023-10-07,100005,S005,Motion Industries,NX50,Redwater,SL01,MAT-10005,MRO,Bearing assembly,7.53,2137.93,16098.61,CAD,1,6,2023-10-13,2023-10-13,GR5001805,On Time,0
TX-01667,PO-70574,CA01,PO01,PG4,NB,2024-01-14,100024,S024,Northern Safety,NX30,Cory,SL04,MAT-10020,Safety,Safety harness,36.8,134.42,4946.66,CAD,1,2,2024-01-16,2024-01-16,GR5001806,On Time,0
TX-02289,PO-42520,CA01,PO01,PG4,NB,2025-05-24,100038,S038,Prairie Packaging,NX30,Cory,SL04,MAT-10043,Packaging,Stretch film,3.2,1807.21,5783.07,CAD,1,5,2025-05-29,2025-05-29,GR5001807,On Time,0
TX-00789,PO-37151,CA01,PO01,PG2,NB,2024-07-06,100034,S034,ABB Canada,NX50,Redwater,SL02,MAT-10052,Instrumentation,Control valve,14.26,15893.78,226645.3,CAD,1,12,2024-07-18,2024-07-18,GR5001808,On Time,0
TX-00372,PO-61773,CA01,PO01,PG3,NB,2023-04-14,100007,S007,Brenntag Canada,NX60,Rocanville,SL03,MAT-10021,Chemicals,Process chemical,4.19,7227.5,30283.23,CAD,1,8,2023-04-22,2023-04-22,GR5001809,On Time,0
TX-00545,PO-21939,CA01,PO01,PG4,NB,2023-04-17,100039,S039,Sealed Air Canada,NX50,Redwater,SL04,MAT-10034,Packaging,Bulk bags,8.9,1931.97,17194.53,CAD,1,8,2023-04-25,2023-04-25,GR5001810,On Time,0
TX-DUP-019,PO-41276,CA01,PO01,PG1,NB,2025-10-27,100001,S001,Prairie Industrial Supply,NX10,Allan,SL01,MAT-10016,MRO,Filter element,18.25,2818.43,51436.35,CAD,1,7,2025-11-03,2025-11-09,GR5001811,Late,6
TX-01206,PO-12867,CA01,PO01,PG3,NB,2023-05-19,100026,S026,Sask Chemical Corp,NX60,Rocanville,SL03,MAT-10030,Agri-Chemicals,Micronutrient blend,10.17,4380.6,44550.7,CAD,1,6,2023-05-25,2023-05-25,GR5001812,On Time,0
TX-01470,PO-40394,CA01,PO01,PG4,NB,2025-09-18,100029,S029,3M Canada,NX30,Cory,SL04,MAT-10008,Safety,FR coveralls,27.0,382.65,10331.55,CAD,1,5,2025-09-23,2025-09-23,GR5001813,On Time,0
TX-01868,PO-24129,CA01,PO01,PG3,NB,2024-01-21,100027,S027,Western Agri-Chem,NX50,Redwater,SL03,MAT-10030,Agri-Chemicals,Micronutrient blend,14.61,7188.19,105019.46,CAD,1,8,2024-01-29,2024-01-29,GR5001814,On Time,0
TX-00754,PO-49173,CA01,PO01,PG3,NB,2024-02-20,100028,S028,BioAgra Solutions,NX70,Aurora,SL03,MAT-10032,Agri-Chemicals,Anhydrous ammonia,4.36,773.63,3373.03,CAD,0,10,2024-03-01,2024-03-01,GR5001815,On Time,0
TX-02365,PO-83622,CA01,PO01,PG4,NB,2025-08-19,100039,S039,Sealed Air Canada,NX50,Redwater,SL04,MAT-10047,Packaging,Corrugated box,3.1,1261.14,3909.53,CAD,1,8,2025-08-27,2025-08-28,GR5001816,Late,1
TX-00280,PO-56636,CA01,PO01,PG4,NB,2024-07-13,100039,S039,Sealed Air Canada,NX20,Vanscoy,SL04,MAT-10013,Packaging,Pallet wrap,39.4,945.06,37235.36,CAD,1,8,2024-07-21,2024-07-21,GR5001817,On Time,0
TX-02166,PO-96810,CA01,PO01,PG1,NB,2023-03-11,100003,S003,Grainger Canada,NX50,Redwater,SL01,MAT-10035,MRO,Conveyor belt,19.08,3128.48,59691.4,CAD,1,3,2023-03-14,2023-03-14,GR5001818,On Time,0
TX-01782,PO-98784,CA01,PO01,PG2,NB,2025-01-27,100035,S035,Rockwell Automation,NX20,Vanscoy,SL02,MAT-10050,Electrical,Junction box,2.31,2197.16,5075.44,CAD,1,14,2025-02-10,2025-02-10,GR5001819,On Time,0
TX-01895,PO-39536,CA01,PO01,PG3,NB,2023-12-04,100040,S040,Generic Supplies Inc,NX20,Vanscoy,SL03,MAT-10017,Agri-Chemicals,Phosphate blend,5.69,6976.12,39694.12,CAD,0,15,2023-12-19,2023-12-19,GR5001820,On Time,0
TX-00028,PO-96356,CA01,PO01,PG3,NB,2024-03-13,100030,S030,DuPont Canada,NX70,Aurora,SL03,MAT-10032,Agri-Chemicals,Anhydrous ammonia,10.71,6432.39,68890.9,CAD,1,7,2024-03-20,2024-03-20,GR5001821,On Time,0
TX-01975,PO-47282,CA01,PO01,PG3,NB,2024-08-19,100026,S026,Sask Chemical Corp,NX30,Cory,SL03,MAT-10030,Agri-Chemicals,Micronutrient blend,12.69,4398.26,55813.92,CAD,1,6,2024-08-25,2024-08-27,GR5001822,Late,2
TX-01748,PO-25109,CA01,PO01,PG1,NB,2025-07-08,100040,S040,Generic Supplies Inc,NX50,Redwater,SL01,MAT-10044,MRO,Pump seal kit,3.45,3383.13,11671.8,CAD,0,15,2025-07-23,2025-07-23,GR5001823,On Time,0
TX-00232,PO-48669,CA01,PO01,PG5,UB,2024-06-10,100036,S036,Canpar Courier,NX70,Aurora,SL05,MAT-10029,Logistics,Expedited shipping,14.65,605.63,8872.48,CAD,1,1,2024-06-11,2024-06-11,GR5001824,On Time,0
TX-02222,PO-42307,CA01,PO01,PG1,NB,2023-12-24,100002,S002,Wesco Distribution,NX40,Patience Lake,SL01,MAT-10026,MRO,Hose assembly,9.36,771.3,7219.37,CAD,1,5,2023-12-29,2023-12-29,GR5001825,On Time,0
TX-00915,PO-96005,CA01,PO01,PG3,NB,2024-07-05,100030,S030,DuPont Canada,NX70,Aurora,SL03,MAT-10042,Agri-Chemicals,Urea 46-0-0,12.29,444.12,5458.23,CAD,1,7,2024-07-12,2024-07-12,GR5001826,On Time,0
TX-01730,PO-24126,CA01,PO01,PG1,NB,2023-09-04,100005,S005,Motion Industries,NX50,Redwater,SL01,MAT-10016,MRO,Filter element,16.34,1436.91,23479.11,CAD,1,6,2023-09-10,2023-09-11,GR5001827,Late,1
TX-00619,PO-83812,CA01,PO01,PG2,NB,2025-05-31,100035,S035,Rockwell Automation,NX60,Rocanville,SL02,MAT-10041,Electrical,Cable tray,16.7,4987.07,83284.07,CAD,1,14,2025-06-14,2025-06-14,GR5001828,On Time,0
TX-00814,PO-64474,CA01,PO01,PG2,NB,2023-06-29,100035,S035,Rockwell Automation,NX60,Rocanville,SL02,MAT-10014,Electrical,Conduit kit,5.1,13339.51,68031.5,CAD,1,14,2023-07-13,2023-07-12,GR5001829,On Time,0
TX-00781,PO-72061,CA01,PO01,PG4,NB,2025-12-04,100024,S024,Northern Safety,NX60,Rocanville,SL04,MAT-10010,Safety,Hearing protection,25.0,398.35,9958.75,CAD,1,2,2025-12-06,2025-12-06,GR5001830,On Time,0
TX-02384,PO-94080,CA01,PO01,PG2,NB,2023-05-15,100033,S033,Siemens Canada,NX60,Rocanville,SL02,MAT-10019,Electrical,LED fixture,2.12,5401.2,11450.54,CAD,1,10,2023-05-25,2023-05-25,GR5001831,On Time,0
TX-00761,PO-23937,CA01,PO01,PG3,NB,2023-12-16,100026,S026,Sask Chemical Corp,NX40,Patience Lake,SL03,MAT-10021,Chemicals,Process chemical,16.87,1516.33,25580.49,CAD,1,6,2023-12-22,2023-12-22,GR5001832,On Time,0
TX-02186,PO-53727,CA01,PO01,PG3,NB,2025-09-18,100007,S007,Brenntag Canada,NX60,Rocanville,SL03,MAT-10021,Chemicals,Process chemical,4.13,3030.46,12515.8,CAD,1,8,2025-09-26,2025-09-26,GR5001833,On Time,0
TX-00662,PO-86735,CA01,PO01,PG5,UB,2025-07-14,100036,S036,Canpar Courier,NX50,Redwater,SL05,MAT-10022,Logistics,Outbound freight,2.72,4254.93,11573.41,CAD,1,1,2025-07-15,2025-07-15,GR5001834,On Time,0
TX-00293,PO-87624,CA01,PO01,PG2,NB,2025-03-15,100006,S006,HD Supply,NX30,Cory,SL02,MAT-10041,Electrical,Cable tray,7.94,13994.59,111117.04,CAD,1,10,2025-03-25,2025-03-25,GR5001835,On Time,0
TX-01221,PO-79045,CA01,PO01,PG5,UB,2024-05-17,100016,S016,Nutrien Logistics,NX60,Rocanville,SL05,MAT-10038,Logistics,Rail freight,9.65,5915.87,57088.15,CAD,0,2,2024-05-19,2024-05-19,GR5001836,On Time,0
TX-00818,PO-15535,CA01,PO01,PG3,NB,2023-10-08,100040,S040,Generic Supplies Inc,NX50,Redwater,SL03,MAT-10037,Agri-Chemicals,Potassium chloride,4.79,7399.66,35444.37,CAD,0,15,2023-10-23,2023-10-23,GR5001837,On Time,0
TX-01558,PO-25931,CA01,PO01,PG2,NB,2025-07-20,100032,S032,Endress+Hauser,NX40,Patience Lake,SL02,MAT-10046,Instrumentation,Pressure transmitter,9.26,12421.93,115027.07,CAD,1,21,2025-08-10,2025-08-10,GR5001838,On Time,0
TX-00380,PO-33081,CA01,PO01,PG1,NB,2025-03-06,100002,S002,Wesco Distribution,NX40,Patience Lake,SL01,MAT-10001,MRO,Valve repair parts,7.74,3784.54,29292.34,CAD,1,5,2025-03-11,2025-03-11,GR5001839,On Time,0
TX-00700,PO-88134,CA01,PO01,PG5,UB,2023-04-14,100016,S016,Nutrien Logistics,NX60,Rocanville,SL05,MAT-10022,Logistics,Outbound freight,3.01,1002.75,3018.28,CAD,0,2,2023-04-16,2023-04-16,GR5001840,On Time,0
TX-01669,PO-14471,CA01,PO01,PG4,NB,2024-02-10,100038,S038,Prairie Packaging,NX50,Redwater,SL04,MAT-10043,Packaging,Stretch film,49.0,107.5,5267.5,CAD,1,5,2024-02-15,2024-02-15,GR5001841,On Time,0
TX-DUP-001,PO-21219,CA01,PO01,PG5,UB,2023-10-05,100017,S017,Canadian Freightways,NX30,Cory,SL05,MAT-10029,Logistics,Expedited shipping,8.91,1996.42,17788.1,CAD,1,3,2023-10-08,2023-10-14,GR5001842,Late,6
TX-01041,PO-50107,CA01,PO01,PG1,NB,2024-02-20,100002,S002,Wesco Distribution,NX10,Allan,SL01,MAT-10035,MRO,Conveyor belt,9.59,1093.01,10481.97,CAD,1,5,2024-02-25,2024-03-02,GR5001843,Late,6
TX-02037,PO-61196,CA01,PO01,PG3,NB,2024-04-04,100028,S028,BioAgra Solutions,NX30,Cory,SL03,MAT-10037,Agri-Chemicals,Potassium chloride,9.54,6191.3,59065.0,CAD,0,10,2024-04-14,2024-04-14,GR5001844,On Time,0
TX-01267,PO-60885,CA01,PO01,PG3,NB,2023-11-21,100009,S009,Chemtrade Logistics,NX60,Rocanville,SL03,MAT-10031,Chemicals,Hydrochloric acid,11.83,10362.89,122592.99,CAD,1,5,2023-11-26,2023-11-26,GR5001845,On Time,0
TX-01718,PO-28904,CA01,PO01,PG3,NB,2024-09-15,100028,S028,BioAgra Solutions,NX40,Patience Lake,SL03,MAT-10037,Agri-Chemicals,Potassium chloride,7.28,5399.48,39308.21,CAD,0,10,2024-09-25,2024-09-25,GR5001846,On Time,0
TX-00681,PO-11480,CA01,PO01,PG4,NB,2024-11-14,100039,S039,Sealed Air Canada,NX20,Vanscoy,SL04,MAT-10013,Packaging,Pallet wrap,18.1,1627.6,29459.56,CAD,1,8,2024-11-22,2024-11-22,GR5001847,On Time,0
TX-01173,PO-65572,CA01,PO01,PG1,NB,2024-08-08,100001,S001,Prairie Industrial Supply,NX70,Aurora,SL01,MAT-10005,MRO,Bearing assembly,11.53,2243.18,25863.87,CAD,1,7,2024-08-15,2024-08-15,GR5001848,On Time,0
TX-00017,PO-30866,CA01,PO01,PG5,UB,2025-04-23,100018,S018,TransWest Shipping,NX50,Redwater,SL05,MAT-10029,Logistics,Expedited shipping,16.24,7935.08,128865.7,CAD,0,4,2025-04-27,2025-04-27,GR5001849,On Time,0
TX-01429,PO-67729,CA01,PO01,PG1,NB,2024-07-20,100005,S005,Motion Industries,NX20,Vanscoy,SL01,MAT-10044,MRO,Pump seal kit,18.04,2503.94,45171.08,CAD,1,6,2024-07-26,2024-07-26,GR5001850,On Time,0
TX-01097,PO-57131,CA01,PO01,PG2,NB,2024-02-17,100034,S034,ABB Canada,NX70,Aurora,SL02,MAT-10046,Instrumentation,Pressure transmitter,6.17,19860.29,122537.99,CAD,1,12,2024-02-29,2024-02-29,GR5001851,On Time,0
TX-02305,PO-22700,CA01,PO01,PG1,NB,2023-01-06,100005,S005,Motion Industries,NX40,Patience Lake,SL01,MAT-10001,MRO,Valve repair parts,17.46,2104.68,36747.71,CAD,1,6,2023-01-12,2023-01-12,GR5001852,On Time,0
TX-01909,PO-54747,CA01,PO01,PG3,NB,2025-03-13,100028,S028,BioAgra Solutions,NX10,Allan,SL03,MAT-10030,Agri-Chemicals,Micronutrient blend,10.2,2751.99,28070.3,CAD,0,10,2025-03-23,2025-03-23,GR5001853,On Time,0
TX-00585,PO-11383,CA01,PO01,PG4,NB,2024-09-22,100024,S024,Northern Safety,NX60,Rocanville,SL04,MAT-10008,Safety,FR coveralls,18.9,118.73,2244.0,CAD,1,2,2024-09-24,2024-09-24,GR5001854,On Time,0
TX-00703,PO-57638,CA01,PO01,PG3,NB,2024-04-03,100030,S030,DuPont Canada,NX10,Allan,SL03,MAT-10017,Agri-Chemicals,Phosphate blend,3.73,7207.33,26883.34,CAD,1,7,2024-04-10,2024-04-10,GR5001855,On Time,0
TX-02264,PO-67603,CA01,PO01,PG2,NB,2024-02-15,100034,S034,ABB Canada,NX70,Aurora,SL02,MAT-10033,Electrical,Transformer,12.53,2517.45,31543.65,CAD,1,12,2024-02-27,2024-02-27,GR5001856,On Time,0
TX-01922,PO-80944,CA01,PO01,PG3,NB,2025-02-26,100027,S027,Western Agri-Chem,NX70,Aurora,SL03,MAT-10042,Agri-Chemicals,Urea 46-0-0,17.16,6105.28,104766.6,CAD,1,8,2025-03-06,2025-03-06,GR5001857,On Time,0
TX-00260,PO-25376,CA01,PO01,PG4,NB,2024-11-12,100025,S025,Direct Safety,NX10,Allan,SL04,MAT-10049,Safety,Safety glasses,15.9,400.07,6361.11,CAD,0,7,2024-11-19,2024-11-21,GR5001858,Late,2
TX-00575,PO-65288,CA01,PO01,PG2,NB,2023-10-24,100034,S034,ABB Canada,NX70,Aurora,SL02,MAT-10009,Instrumentation,Level sensor,17.5,16553.65,289688.88,CAD,1,12,2023-11-05,2023-11-05,GR5001859,On Time,0
TX-01856,PO-72805,CA01,PO01,PG1,NB,2023-05-10,100005,S005,Motion Industries,NX20,Vanscoy,SL01,MAT-10016,MRO,Filter element,19.23,3949.87,75956.0,CAD,1,6,2023-05-16,2023-05-21,GR5001860,Late,5
TX-00428,PO-17441,CA01,PO01,PG2,NB,2024-09-03,100035,S035,Rockwell Automation,NX30,Cory,SL02,MAT-10041,Electrical,Cable tray,4.58,7855.95,35980.25,CAD,1,14,2024-09-17,2024-09-17,GR5001861,On Time,0
TX-00883,PO-99816,CA01,PO01,PG4,NB,2025-02-26,100025,S025,Direct Safety,NX40,Patience Lake,SL04,MAT-10004,Safety,First aid kit,16.2,424.72,6880.46,CAD,0,7,2025-03-05,2025-03-05,GR5001862,On Time,0
TX-02279,PO-77234,CA01,PO01,PG2,NB,2023-06-21,100031,S031,Precision Instruments,NX50,Redwater,SL02,MAT-10052,Instrumentation,Control valve,5.47,19912.9,108923.56,CAD,0,14,2023-07-05,2023-07-05,GR5001863,On Time,0
TX-01653,PO-57237,CA01,PO01,PG1,NB,2025-05-10,100004,S004,Fastenal Canada,NX50,Redwater,SL01,MAT-10026,MRO,Hose assembly,8.61,3865.84,33284.88,CAD,1,4,2025-05-14,2025-05-14,GR5001864,On Time,0
TX-00783,PO-76088,CA01,PO01,PG5,UB,2025-05-05,100037,S037,Purolator,NX20,Vanscoy,SL05,MAT-10040,Logistics,LTL shipment,19.62,800.44,15704.63,CAD,1,1,2025-05-06,2025-05-06,GR5001865,On Time,0
TX-01030,PO-86767,CA01,PO01,PG3,NB,2023-08-24,100009,S009,Chemtrade Logistics,NX20,Vanscoy,SL03,MAT-10003,Chemicals,Sulfuric acid,3.71,5732.57,21267.83,CAD,1,5,2023-08-29,2023-08-29,GR5001866,On Time,0
TX-01592,PO-25857,CA01,PO01,PG4,NB,2025-05-04,100038,S038,Prairie Packaging,NX50,Redwater,SL04,MAT-10045,Packaging,Label stock,47.9,1776.05,85072.79,CAD,1,5,2025-05-09,2025-05-09,GR5001867,On Time,0
TX-01218,PO-75006,CA01,PO01,PG5,UB,2025-06-07,100036,S036,Canpar Courier,NX10,Allan,SL05,MAT-10028,Logistics,Inbound freight,8.0,7266.26,58130.08,CAD,1,1,2025-06-08,2025-06-08,GR5001868,On Time,0
TX-01492,PO-29741,CA01,PO01,PG3,NB,2024-04-21,100040,S040,Generic Supplies Inc,NX70,Aurora,SL03,MAT-10017,Agri-Chemicals,Phosphate blend,2.12,4601.61,9755.41,CAD,0,15,2024-05-06,2024-05-06,GR5001869,On Time,0
TX-00792,PO-24884,CA01,PO01,PG3,NB,2024-02-24,100027,S027,Western Agri-Chem,NX70,Aurora,SL03,MAT-10007,Chemicals,Corrosion inhibitor,3.63,4551.21,16520.89,CAD,1,8,2024-03-03,2024-03-03,GR5001870,On Time,0
TX-00805,PO-49526,CA01,PO01,PG2,NB,2025-02-02,100035,S035,Rockwell Automation,NX10,Allan,SL02,MAT-10019,Electrical,LED fixture,9.52,14636.89,139343.19,CAD,1,14,2025-02-16,2025-02-16,GR5001871,On Time,0
TX-02155,PO-81581,CA01,PO01,PG5,UB,2024-02-01,100016,S016,Nutrien Logistics,NX70,Aurora,SL05,MAT-10039,Logistics,Flatbed transport,5.96,8297.57,49453.52,CAD,0,2,2024-02-03,2024-02-03,GR5001872,On Time,0
TX-02339,PO-53116,CA01,PO01,PG1,NB,2025-03-03,100001,S001,Prairie Industrial Supply,NX40,Patience Lake,SL01,MAT-10016,MRO,Filter element,19.28,3728.82,71891.65,CAD,1,7,2025-03-10,2025-03-10,GR5001873,On Time,0
TX-00968,PO-87101,CA01,PO01,PG5,UB,2025-07-02,100036,S036,Canpar Courier,NX10,Allan,SL05,MAT-10040,Logistics,LTL shipment,2.48,5576.17,13828.9,CAD,1,1,2025-07-03,2025-07-03,GR5001874,On Time,0
TX-01156,PO-89452,CA01,PO01,PG3,NB,2025-10-01,100027,S027,Western Agri-Chem,NX40,Patience Lake,SL03,MAT-10017,Agri-Chemicals,Phosphate blend,14.21,4372.26,62129.81,CAD,1,8,2025-10-09,2025-10-09,GR5001875,On Time,0
TX-00760,PO-50283,CA01,PO01,PG3,NB,2024-05-12,100040,S040,Generic Supplies Inc,NX20,Vanscoy,SL03,MAT-10042,Agri-Chemicals,Urea 46-0-0,14.32,1520.24,21769.84,CAD,0,15,2024-05-27,2024-05-27,GR5001876,On Time,0
TX-00895,PO-25381,CA01,PO01,PG4,NB,2023-07-02,100039,S039,Sealed Air Canada,NX10,Allan,SL04,MAT-10045,Packaging,Label stock,47.9,406.64,19478.06,CAD,1,8,2023-07-10,2023-07-10,GR5001877,On Time,0
TX-02175,PO-99864,CA01,PO01,PG2,NB,2025-01-08,100031,S031,Precision Instruments,NX70,Aurora,SL02,MAT-10009,Instrumentation,Level sensor,15.36,12065.56,185327.0,CAD,0,14,2025-01-22,2025-01-22,GR5001878,On Time,0
TX-00739,PO-78151,CA01,PO01,PG4,NB,2024-05-10,100039,S039,Sealed Air Canada,NX50,Redwater,SL04,MAT-10013,Packaging,Pallet wrap,37.0,1210.35,44782.95,CAD,1,8,2024-05-18,2024-05-18,GR5001879,On Time,0
TX-00409,PO-64997,CA01,PO01,PG2,NB,2023-01-26,100034,S034,ABB Canada,NX50,Redwater,SL02,MAT-10052,Instrumentation,Control valve,15.94,16141.86,257301.25,CAD,1,12,2023-02-07,2023-02-07,GR5001880,On Time,0
TX-00688,PO-84839,CA01,PO01,PG5,UB,2023-03-05,100018,S018,TransWest Shipping,NX50,Redwater,SL05,MAT-10022,Logistics,Outbound freight,7.44,3703.41,27553.37,CAD,0,4,2023-03-09,2023-03-09,GR5001881,On Time,0
TX-01302,PO-74361,CA01,PO01,PG3,NB,2025-01-10,100026,S026,Sask Chemical Corp,NX50,Redwater,SL03,MAT-10015,Chemicals,Sodium hydroxide 50%,18.34,3129.29,57391.18,CAD,1,6,2025-01-16,2025-01-19,GR5001882,Late,3
TX-01903,PO-77763,CA01,PO01,PG5,UB,2023-07-06,100036,S036,Canpar Courier,NX30,Cory,SL05,MAT-10039,Logistics,Flatbed transport,14.14,7814.2,110492.79,CAD,1,1,2023-07-07,2023-07-06,GR5001883,On Time,0
TX-01847,PO-72937,CA01,PO01,PG4,NB,2025-03-11,100039,S039,Sealed Air Canada,NX60,Rocanville,SL04,MAT-10024,Packaging,Poly liner,30.5,397.29,12117.35,CAD,1,8,2025-03-19,2025-03-19,GR5001884,On Time,0
TX-01582,PO-79817,CA01,PO01,PG3,NB,2025-07-09,100028,S028,BioAgra Solutions,NX50,Redwater,SL03,MAT-10042,Agri-Chemicals,Urea 46-0-0,3.98,7797.47,31033.93,CAD,0,10,2025-07-19,2025-07-19,GR5001885,On Time,0
TX-01479,PO-18318,CA01,PO01,PG4,NB,2024-11-13,100038,S038,Prairie Packaging,NX50,Redwater,SL04,MAT-10045,Packaging,Label stock,45.7,1552.34,70941.94,CAD,1,5,2024-11-18,2024-11-18,GR5001886,On Time,0
TX-00550,PO-62354,CA01,PO01,PG1,NB,2023-01-01,100003,S003,Grainger Canada,NX10,Allan,SL01,MAT-10016,MRO,Filter element,19.54,436.45,8528.23,CAD,1,3,2023-01-04,2023-01-04,GR5001887,On Time,0
