invoice_id,po_number,transaction_id,company_code,fiscal_year,document_type,vendor_number,supplier_id,invoice_date,posting_date,due_date,payment_date,clearing_date,payment_document,amount,currency,status,payment_terms,overdue_days
INV-00831,PO-26870,TX-00831,CA01,2024,RE,100034,S034,2024-09-20,2024-09-22,2024-11-04,2024-11-03,2024-11-03,PAY6958895,18996.34,CAD,Paid,Net 45,0
INV-01023,PO-80928,TX-01023,CA01,2025,RE,100018,S018,2025-06-16,2025-06-18,2025-07-16,2025-07-15,2025-07-15,PAY6902363,64002.6,CAD,Paid,Net 30,0
INV-01084,PO-84606,TX-01084,CA01,2025,RE,100039,S039,2025-10-25,2025-10-26,2025-12-09,,,,13553.62,CAD,Pending,Net 45,0
INV-01370,PO-86064,TX-01370,CA01,2023,RE,100038,S038,2023-10-18,2023-10-20,2023-11-17,,,,20544.35,CAD,Pending,Net 30,0
INV-01738,PO-79147,TX-01738,CA01,2024,RE,100040,S040,2024-09-20,2024-09-20,2024-11-19,2024-11-19,2024-11-19,PAY6581456,73302.88,CAD,Paid,Net 60,0
INV-DUP-009,PO-92786,TX-DUP-009,CA01,2023,RE,100004,S004,2023-03-22,2023-03-22,2023-04-21,2023-04-18,2023-04-18,PAY6168132,39327.2,CAD,Paid,Net 30,0
INV-02013,PO-43853,TX-02013,CA01,2023,RE,100039,S039,2023-08-14,2023-08-14,2023-09-28,2023-09-27,2023-09-27,PAY6072222,2428.64,CAD,Paid,Net 45,0
INV-01447,PO-23237,TX-01447,CA01,2023,RE,100026,S026,2023-09-06,2023-09-07,2023-10-06,,,,55649.94,CAD,Pending,Net 30,0
INV-00162,PO-22021,TX-00162,CA01,2023,RE,100031,S031,2023-11-29,2023-11-29,2024-01-13,2024-01-10,2024-01-10,PAY6556937,153459.16,CAD,Paid,Net 45,0
INV-00159,PO-67749,TX-00159,CA01,2025,RE,100025,S025,2025-08-25,2025-08-27,2025-09-24,,,,4787.3,CAD,Pending,Net 30,0
INV-00494,PO-72240,TX-00494,CA01,2024,RE,100035,S035,2024-08-31,2024-09-01,2024-10-15,,,,58397.39,CAD,Pending,Net 45,0
INV-01413,PO-36982,TX-01413,CA01,2023,RE,100039,S039,2023-09-12,2023-09-14,2023-10-27,2023-10-26,2023-10-26,PAY6162555,7524.78,CAD,Paid,Net 45,0
INV-01657,PO-64950,TX-01657,CA01,2024,RE,100029,S029,2024-08-26,2024-08-26,2024-09-25,2024-09-20,2024-09-20,PAY6471213,3410.88,CAD,Paid,Net 30,0
INV-00072,PO-80776,TX-00072,CA01,2024,RE,100026,S026,2024-09-16,2024-09-16,2024-10-16,2024-10-14,2024-10-14,PAY6310035,162305.39,CAD,Paid,Net 30,0
INV-02345,PO-41578,TX-02345,CA01,2024,RE,100040,S040,2024-03-22,2024-03-22,2024-05-21,2024-05-21,2024-05-21,PAY6859222,66127.09,CAD,Paid,Net 60,0
INV-00415,PO-94614,TX-00415,CA01,2025,RE,100018,S018,2025-06-30,2025-07-01,2025-07-30,2025-07-27,2025-07-27,PAY6276141,51643.64,CAD,Paid,Net 30,0
INV-00534,PO-99701,TX-00534,CA01,2023,RE,100039,S039,2023-08-16,2023-08-18,2023-09-30,2023-09-30,2023-09-30,PAY6567915,1950.5,CAD,Paid,Net 45,0
INV-00503,PO-47989,TX-00503,CA01,2023,RE,100028,S028,2023-04-07,2023-04-08,2023-05-22,,,,26446.61,CAD,Overdue,Net 45,0
INV-02032,PO-68118,TX-02032,CA01,2025,RE,100009,S009,2025-04-25,2025-04-26,2025-05-25,2025-05-20,2025-05-20,PAY6384945,54212.66,CAD,Paid,Net 30,0
INV-00484,PO-98542,TX-00484,CA01,2025,RE,100029,S029,2025-01-11,2025-01-11,2025-02-10,,,,2410.65,CAD,Pending,Net 30,0
INV-01089,PO-36789,TX-01089,CA01,2025,RE,100007,S007,2025-02-13,2025-02-14,2025-03-15,2025-03-10,2025-03-10,PAY6476136,32095.31,CAD,Paid,Net 30,0
INV-DUP-024,PO-85230,TX-DUP-024,CA01,2026,RE,100031,S031,2026-01-03,2026-01-04,2026-02-17,,,,220572.56,CAD,Overdue,Net 45,0
INV-00118,PO-24896,TX-00118,CA01,2024,RE,100033,S033,2024-06-28,2024-06-28,2024-07-28,2024-07-24,2024-07-24,PAY6000754,22354.86,CAD,Paid,Net 30,0
INV-01366,PO-21219,TX-01366,CA01,2023,RE,100017,S017,2023-10-09,2023-10-10,2023-11-08,2023-11-08,2023-11-08,PAY6813608,17788.1,CAD,Paid,Net 30,0
INV-00749,PO-29510,TX-00749,CA01,2024,RE,100007,S007,2024-05-30,2024-05-30,2024-06-29,2024-06-26,2024-06-26,PAY6669018,15930.38,CAD,Paid,Net 30,0
INV-01821,PO-57681,TX-01821,CA01,2024,RE,100026,S026,2024-02-06,2024-02-06,2024-03-07,2024-03-04,2024-03-04,PAY6530535,62413.77,CAD,Paid,Net 30,0
INV-00383,PO-90495,TX-00383,CA01,2024,RE,100002,S002,2024-03-27,2024-03-27,2024-04-26,2024-04-21,2024-04-21,PAY6397455,3004.33,CAD,Paid,Net 30,0
INV-00944,PO-49800,TX-00944,CA01,2025,RE,100017,S017,2025-10-10,2025-10-10,2025-11-09,,,,10570.05,CAD,Pending,Net 30,0
INV-01940,PO-42534,TX-01940,CA01,2024,RE,100035,S035,2024-05-19,2024-05-20,2024-07-03,2024-06-29,2024-06-29,PAY6769295,103255.0,CAD,Paid,Net 45,0
INV-00577,PO-86928,TX-00577,CA01,2025,RE,100034,S034,2025-07-04,2025-07-04,2025-08-18,2025-08-14,2025-08-14,PAY6194546,373207.67,CAD,Paid,Net 45,0
INV-02141,PO-88490,TX-02141,CA01,2024,RE,100029,S029,2024-07-13,2024-07-13,2024-08-12,2024-08-11,2024-08-11,PAY6925821,374.76,CAD,Paid,Net 30,0
INV-00275,PO-81176,TX-00275,CA01,2025,RE,100002,S002,2025-09-03,2025-09-04,2025-10-03,2025-09-30,2025-09-30,PAY6019629,25599.44,CAD,Paid,Net 30,0
INV-01818,PO-74040,TX-01818,CA01,2024,RE,100018,S018,2024-04-20,2024-04-21,2024-05-20,,,,83299.91,CAD,Pending,Net 30,0
INV-00491,PO-74297,TX-00491,CA01,2023,RE,100018,S018,2023-04-16,2023-04-18,2023-05-16,,,,92815.26,CAD,Pending,Net 30,0
INV-01649,PO-87360,TX-01649,CA01,2025,RE,100038,S038,2025-06-18,2025-06-19,2025-07-18,2025-07-18,2025-07-18,PAY6649838,9781.09,CAD,Paid,Net 30,0
INV-00694,PO-25182,TX-00694,CA01,2023,RE,100017,S017,2023-03-21,2023-03-22,2023-04-20,2023-04-16,2023-04-16,PAY6898450,56945.6,CAD,Paid,Net 30,0
INV-01147,PO-92881,TX-01147,CA01,2025,RE,100038,S038,2025-08-14,2025-08-16,2025-09-13,2025-09-08,2025-09-08,PAY6381760,57661.24,CAD,Paid,Net 30,0
INV-00412,PO-15083,TX-00412,CA01,2024,RE,100026,S026,2024-07-23,2024-07-24,2024-08-22,2024-08-22,2024-08-22,PAY6813712,44154.4,CAD,Paid,Net 30,0
INV-00452,PO-24474,TX-00452,CA01,2025,RE,100027,S027,2025-09-18,2025-09-19,2025-10-18,,,,3063.5,CAD,Pending,Net 30,0
INV-02145,PO-36563,TX-02145,CA01,2026,RE,100004,S004,2026-01-01,2026-01-02,2026-01-31,2026-01-27,2026-01-27,PAY6650324,26163.24,CAD,Paid,Net 30,0
INV-00779,PO-32439,TX-00779,CA01,2023,RE,100016,S016,2023-05-06,2023-05-07,2023-05-21,2023-05-18,2023-05-18,PAY6250385,9390.18,CAD,Paid,Net 15,0
INV-01399,PO-47997,TX-01399,CA01,2025,RE,100031,S031,2025-10-20,2025-10-22,2025-12-04,2025-11-30,2025-11-30,PAY6336272,92794.19,CAD,Paid,Net 45,0
INV-01170,PO-47594,TX-01170,CA01,2025,RE,100039,S039,2025-06-23,2025-06-24,2025-08-07,2025-08-04,2025-08-04,PAY6756027,79523.86,CAD,Paid,Net 45,0
INV-01231,PO-44786,TX-01231,CA01,2023,RE,100033,S033,2023-08-05,2023-08-06,2023-09-04,2023-08-31,2023-08-31,PAY6066418,81379.2,CAD,Paid,Net 30,0
INV-01348,PO-32377,TX-01348,CA01,2023,RE,100030,S030,2023-02-17,2023-02-19,2023-03-19,2023-03-18,2023-03-18,PAY6690266,10510.37,CAD,Paid,Net 30,0
INV-00174,PO-14847,TX-00174,CA01,2024,RE,100030,S030,2024-01-12,2024-01-12,2024-02-11,2024-02-06,2024-02-06,PAY6565136,14442.38,CAD,Paid,Net 30,0
INV-01457,PO-44003,TX-01457,CA01,2025,RE,100009,S009,2025-09-24,2025-09-26,2025-10-24,2025-10-20,2025-10-20,PAY6858835,100086.6,CAD,Paid,Net 30,0
INV-01681,PO-10046,TX-01681,CA01,2025,RE,100039,S039,2025-08-17,2025-08-17,2025-10-01,2025-09-30,2025-09-30,PAY6406313,24618.22,CAD,Paid,Net 45,0
INV-01859,PO-58924,TX-01859,CA01,2025,RE,100033,S033,2025-01-26,2025-01-28,2025-02-25,,,,121872.65,CAD,Pending,Net 30,0
INV-00638,PO-28526,TX-00638,CA01,2025,RE,100024,S024,2025-12-13,2025-12-15,2026-01-12,2026-01-07,2026-01-07,PAY6199092,8638.81,CAD,Paid,Net 30,0
INV-01484,PO-64444,TX-01484,CA01,2024,RE,100039,S039,2024-07-08,2024-07-09,2024-08-22,2024-08-21,2024-08-21,PAY6549526,9803.38,CAD,Paid,Net 45,0
INV-00492,PO-18936,TX-00492,CA01,2024,RE,100033,S033,2024-10-17,2024-10-17,2024-11-16,2024-11-16,2024-11-16,PAY6716412,157710.35,CAD,Paid,Net 30,0
INV-01310,PO-50840,TX-01310,CA01,2024,RE,100017,S017,2024-08-04,2024-08-05,2024-09-03,2024-08-31,2024-08-31,PAY6521718,24518.57,CAD,Paid,Net 30,0
INV-00303,PO-94930,TX-00303,CA01,2024,RE,100028,S028,2024-09-11,2024-09-11,2024-10-26,2024-10-21,2024-10-21,PAY6802930,11609.21,CAD,Paid,Net 45,0
INV-00835,PO-29078,TX-00835,CA01,2024,RE,100027,S027,2024-02-20,2024-02-22,2024-03-21,2024-03-17,2024-03-17,PAY6578255,21364.68,CAD,Paid,Net 30,0
INV-01906,PO-28255,TX-01906,CA01,2025,RE,100039,S039,2025-05-22,2025-05-24,2025-07-06,2025-07-02,2025-07-02,PAY6161618,14927.43,CAD,Paid,Net 45,0
INV-01276,PO-55780,TX-01276,CA01,2024,RE,100001,S001,2024-12-08,2024-12-08,2025-01-07,,,,26464.74,CAD,Overdue,Net 30,0
INV-02359,PO-51470,TX-02359,CA01,2023,RE,100034,S034,2023-10-12,2023-10-13,2023-11-26,2023-11-24,2023-11-24,PAY6642818,41215.52,CAD,Paid,Net 45,0
INV-00201,PO-22689,TX-00201,CA01,2025,RE,100009,S009,2025-08-15,2025-08-16,2025-09-14,2025-09-10,2025-09-10,PAY6296882,19432.15,CAD,Paid,Net 30,0
INV-01266,PO-30258,TX-01266,CA01,2023,RE,100005,S005,2023-05-04,2023-05-05,2023-06-03,2023-05-31,2023-05-31,PAY6338270,17182.6,CAD,Paid,Net 30,0
INV-01408,PO-82029,TX-01408,CA01,2025,RE,100026,S026,2025-02-15,2025-02-16,2025-03-17,2025-03-14,2025-03-14,PAY6429711,52091.87,CAD,Paid,Net 30,0
INV-01947,PO-58702,TX-01947,CA01,2024,RE,100002,S002,2024-06-07,2024-06-09,2024-07-07,2024-07-03,2024-07-03,PAY6672036,21783.81,CAD,Paid,Net 30,0
INV-01217,PO-61834,TX-01217,CA01,2024,RE,100025,S025,2024-10-31,2024-11-02,2024-11-30,2024-11-25,2024-11-25,PAY6337666,3889.95,CAD,Paid,Net 30,0
INV-01944,PO-64055,TX-01944,CA01,2023,RE,100016,S016,2023-06-05,2023-06-07,2023-06-20,,,,44451.4,CAD,Pending,Net 15,0
INV-01010,PO-61361,TX-01010,CA01,2023,RE,100040,S040,2023-04-09,2023-04-11,2023-06-08,2023-06-07,2023-06-07,PAY6115830,13396.06,CAD,Paid,Net 60,0
INV-01506,PO-44463,TX-01506,CA01,2023,RE,100024,S024,2023-11-16,2023-11-18,2023-12-16,2023-12-14,2023-12-14,PAY6100932,613.5,CAD,Paid,Net 30,0
INV-02326,PO-73071,TX-02326,CA01,2023,RE,100038,S038,2023-02-05,2023-02-06,2023-03-07,2023-03-04,2023-03-04,PAY6548615,7626.28,CAD,Paid,Net 30,0
INV-00081,PO-82384,TX-00081,CA01,2024,RE,100007,S007,2024-05-12,2024-05-13,2024-06-11,,,,62023.0,CAD,Overdue,Net 30,0
INV-02332,PO-43189,TX-02332,CA01,2023,RE,100018,S018,2023-09-12,2023-09-13,2023-10-12,2023-10-10,2023-10-10,PAY6690897,86139.8,CAD,Paid,Net 30,0
INV-01816,PO-40597,TX-01816,CA01,2025,RE,100026,S026,2025-07-08,2025-07-09,2025-08-07,2025-08-05,2025-08-05,PAY6069918,18231.55,CAD,Paid,Net 30,0
INV-01304,PO-96463,TX-01304,CA01,2023,RE,100006,S006,2023-12-03,2023-12-05,2024-01-17,2024-01-14,2024-01-14,PAY6045903,1547.35,CAD,Paid,Net 45,0
INV-01052,PO-37470,TX-01052,CA01,2023,RE,100030,S030,2023-07-01,2023-07-03,2023-07-31,,,,12702.03,CAD,Overdue,Net 30,0
INV-01742,PO-19563,TX-01742,CA01,2025,RE,100002,S002,2025-07-31,2025-08-02,2025-08-30,2025-08-29,2025-08-29,PAY6875763,76599.67,CAD,Paid,Net 30,0
INV-01055,PO-30144,TX-01055,CA01,2023,RE,100033,S033,2023-02-18,2023-02-18,2023-03-20,,,,26586.4,CAD,Overdue,Net 30,0
INV-01391,PO-18116,TX-01391,CA01,2025,RE,100008,S008,2025-03-02,2025-03-03,2025-04-01,,,,84551.12,CAD,Overdue,Net 30,0
INV-02233,PO-62142,TX-02233,CA01,2025,RE,100029,S029,2025-10-27,2025-10-28,2025-11-26,,,,2170.67,CAD,Pending,Net 30,0
INV-00310,PO-28528,TX-00310,CA01,2023,RE,100031,S031,2023-10-06,2023-10-08,2023-11-20,2023-11-19,2023-11-19,PAY6983354,53745.39,CAD,Paid,Net 45,0
INV-02361,PO-19769,TX-02361,CA01,2024,RE,100016,S016,2024-07-27,2024-07-28,2024-08-11,2024-08-08,2024-08-08,PAY6136078,162230.48,CAD,Paid,Net 15,0
INV-00546,PO-20490,TX-00546,CA01,2025,RE,100036,S036,2025-06-12,2025-06-13,2025-07-12,,,,6603.42,CAD,Pending,Net 30,0
INV-00657,PO-59856,TX-00657,CA01,2025,RE,100028,S028,2025-08-02,2025-08-04,2025-09-16,2025-09-12,2025-09-12,PAY6187316,73934.33,CAD,Paid,Net 45,0
INV-01425,PO-84852,TX-01425,CA01,2024,RE,100016,S016,2024-07-18,2024-07-18,2024-08-02,2024-07-28,2024-07-28,PAY6915923,6981.78,CAD,Paid,Net 15,0
INV-02150,PO-44681,TX-02150,CA01,2023,RE,100024,S024,2023-06-06,2023-06-06,2023-07-06,2023-07-01,2023-07-01,PAY6032792,10154.5,CAD,Paid,Net 30,0
INV-01341,PO-77976,TX-01341,CA01,2024,RE,100032,S032,2024-01-02,2024-01-02,2024-03-02,,,,171380.61,CAD,Pending,Net 60,0
INV-02190,PO-29619,TX-02190,CA01,2024,RE,100025,S025,2024-10-15,2024-10-17,2024-11-14,,,,1352.48,CAD,Overdue,Net 30,0
INV-00704,PO-73898,TX-00704,CA01,2024,RE,100038,S038,2024-11-09,2024-11-10,2024-12-09,2024-12-05,2024-12-05,PAY6211895,70436.53,CAD,Paid,Net 30,0
INV-01514,PO-55349,TX-01514,CA01,2023,RE,100039,S039,2023-02-27,2023-03-01,2023-04-13,2023-04-11,2023-04-11,PAY6112255,74748.25,CAD,Paid,Net 45,0
INV-01698,PO-57000,TX-01698,CA01,2023,RE,100009,S009,2023-03-06,2023-03-08,2023-04-05,2023-03-31,2023-03-31,PAY6508947,153157.26,CAD,Paid,Net 30,0
INV-01884,PO-83763,TX-01884,CA01,2023,RE,100026,S026,2023-12-07,2023-12-08,2024-01-06,2024-01-02,2024-01-02,PAY6200924,21937.22,CAD,Paid,Net 30,0
INV-00282,PO-61068,TX-00282,CA01,2025,RE,100009,S009,2025-02-22,2025-02-22,2025-03-24,2025-03-22,2025-03-22,PAY6103550,114703.5,CAD,Paid,Net 30,0
INV-01363,PO-38686,TX-01363,CA01,2024,RE,100032,S032,2024-02-09,2024-02-09,2024-04-09,,,,212558.6,CAD,Pending,Net 60,0
INV-00842,PO-48088,TX-00842,CA01,2024,RE,100040,S040,2024-10-02,2024-10-04,2024-12-01,2024-11-26,2024-11-26,PAY6033362,104575.13,CAD,Paid,Net 60,0
INV-01610,PO-72558,TX-01610,CA01,2023,RE,100037,S037,2023-05-12,2023-05-12,2023-06-11,2023-06-06,2023-06-06,PAY6598749,11531.27,CAD,Paid,Net 30,0
INV-00444,PO-62873,TX-00444,CA01,2024,RE,100006,S006,2024-01-22,2024-01-24,2024-03-07,,,,56258.98,CAD,Pending,Net 45,0
INV-00524,PO-77720,TX-00524,CA01,2025,RE,100036,S036,2025-02-21,2025-02-23,2025-03-23,,,,42876.16,CAD,Pending,Net 30,0
INV-00301,PO-50880,TX-00301,CA01,2023,RE,100034,S034,2023-08-30,2023-08-31,2023-10-14,2023-10-10,2023-10-10,PAY6672925,313463.47,CAD,Paid,Net 45,0
INV-01984,PO-65358,TX-01984,CA01,2023,RE,100039,S039,2023-10-03,2023-10-04,2023-11-17,,,,61948.54,CAD,Pending,Net 45,0
INV-00606,PO-46087,TX-00606,CA01,2024,RE,100027,S027,2024-01-24,2024-01-25,2024-02-23,2024-02-18,2024-02-18,PAY6876923,32403.46,CAD,Paid,Net 30,0
INV-00182,PO-57467,TX-00182,CA01,2025,RE,100016,S016,2025-06-22,2025-06-24,2025-07-07,2025-07-06,2025-07-06,PAY6407475,1891.27,CAD,Paid,Net 15,0
INV-02337,PO-80634,TX-02337,CA01,2023,RE,100032,S032,2023-12-20,2023-12-21,2024-02-18,,,,34584.35,CAD,Pending,Net 60,0
INV-01709,PO-64332,TX-01709,CA01,2023,RE,100003,S003,2023-02-15,2023-02-15,2023-03-02,,,,38047.86,CAD,Pending,Net 15,0
INV-01807,PO-28275,TX-01807,CA01,2023,RE,100030,S030,2023-10-22,2023-10-22,2023-11-21,2023-11-20,2023-11-20,PAY6689880,50020.96,CAD,Paid,Net 30,0
INV-00889,PO-36224,TX-00889,CA01,2024,RE,100040,S040,2024-01-18,2024-01-20,2024-03-18,2024-03-17,2024-03-17,PAY6513707,50448.76,CAD,Paid,Net 60,0
INV-02179,PO-23513,TX-02179,CA01,2024,RE,100034,S034,2024-04-06,2024-04-08,2024-05-21,,,,106023.06,CAD,Pending,Net 45,0
INV-00790,PO-16758,TX-00790,CA01,2023,RE,100027,S027,2023-04-27,2023-04-28,2023-05-27,2023-05-23,2023-05-23,PAY6551363,118494.3,CAD,Paid,Net 30,0
INV-00346,PO-42044,TX-00346,CA01,2025,RE,100009,S009,2025-06-17,2025-06-19,2025-07-17,2025-07-12,2025-07-12,PAY6654280,152870.14,CAD,Paid,Net 30,0
INV-01734,PO-96462,TX-01734,CA01,2025,RE,100025,S025,2025-01-08,2025-01-10,2025-02-07,2025-02-05,2025-02-05,PAY6735381,1708.12,CAD,Paid,Net 30,0
INV-00266,PO-94123,TX-00266,CA01,2023,RE,100018,S018,2023-10-21,2023-10-21,2023-11-20,,,,69961.27,CAD,Pending,Net 30,0
INV-00389,PO-93839,TX-00389,CA01,2024,RE,100002,S002,2024-10-18,2024-10-18,2024-11-17,2024-11-12,2024-11-12,PAY6618975,80577.12,CAD,Paid,Net 30,0
INV-00930,PO-96208,TX-00930,CA01,2023,RE,100004,S004,2023-02-03,2023-02-04,2023-03-05,2023-03-03,2023-03-03,PAY6268371,9257.75,CAD,Paid,Net 30,0
INV-00343,PO-65518,TX-00343,CA01,2025,RE,100001,S001,2025-03-30,2025-04-01,2025-04-29,,,,30265.1,CAD,Pending,Net 30,0
INV-00772,PO-66973,TX-00772,CA01,2023,RE,100017,S017,2023-04-03,2023-04-05,2023-05-03,2023-04-28,2023-04-28,PAY6051470,6559.84,CAD,Paid,Net 30,0
INV-02036,PO-86871,TX-02036,CA01,2023,RE,100032,S032,2023-02-01,2023-02-01,2023-04-02,2023-04-01,2023-04-01,PAY6384150,194024.58,CAD,Paid,Net 60,0
INV-01326,PO-80458,TX-01326,CA01,2024,RE,100024,S024,2024-01-30,2024-02-01,2024-02-29,2024-02-24,2024-02-24,PAY6231444,11996.45,CAD,Paid,Net 30,0
INV-00620,PO-14543,TX-00620,CA01,2024,RE,100025,S025,2024-06-05,2024-06-05,2024-07-05,2024-06-30,2024-06-30,PAY6635388,4094.98,CAD,Paid,Net 30,0
INV-02205,PO-81219,TX-02205,CA01,2023,RE,100035,S035,2023-05-26,2023-05-27,2023-07-10,2023-07-09,2023-07-09,PAY6752715,133195.39,CAD,Paid,Net 45,0
INV-00705,PO-46996,TX-00705,CA01,2023,RE,100001,S001,2023-08-25,2023-08-25,2023-09-24,,,,16147.43,CAD,Pending,Net 30,0
INV-00854,PO-31514,TX-00854,CA01,2024,RE,100026,S026,2024-01-04,2024-01-06,2024-02-03,2024-01-30,2024-01-30,PAY6074316,80350.61,CAD,Paid,Net 30,0
INV-01163,PO-18645,TX-01163,CA01,2023,RE,100024,S024,2023-09-17,2023-09-18,2023-10-17,,,,7557.57,CAD,Pending,Net 30,0
INV-00461,PO-11620,TX-00461,CA01,2025,RE,100030,S030,2025-04-24,2025-04-24,2025-05-24,2025-05-20,2025-05-20,PAY6013721,8258.25,CAD,Paid,Net 30,0
INV-01469,PO-92709,TX-01469,CA01,2023,RE,100029,S029,2023-03-26,2023-03-26,2023-04-25,2023-04-20,2023-04-20,PAY6975396,2579.36,CAD,Paid,Net 30,0
INV-02203,PO-48360,TX-02203,CA01,2024,RE,100027,S027,2024-04-03,2024-04-04,2024-05-03,2024-04-28,2024-04-28,PAY6965775,65371.86,CAD,Paid,Net 30,0
INV-01578,PO-38613,TX-01578,CA01,2023,RE,100025,S025,2023-09-28,2023-09-29,2023-10-28,,,,8078.46,CAD,Pending,Net 30,0
INV-01239,PO-48626,TX-01239,CA01,2023,RE,100027,S027,2023-05-04,2023-05-04,2023-06-03,2023-06-01,2023-06-01,PAY6218877,57570.97,CAD,Paid,Net 30,0
INV-00628,PO-52838,TX-00628,CA01,2025,RE,100038,S038,2025-12-13,2025-12-15,2026-01-12,2026-01-07,2026-01-07,PAY6687603,3350.01,CAD,Paid,Net 30,0
INV-01403,PO-40882,TX-01403,CA01,2024,RE,100029,S029,2024-11-08,2024-11-08,2024-12-08,2024-12-08,2024-12-08,PAY6515276,12596.84,CAD,Paid,Net 30,0
INV-00403,PO-21233,TX-00403,CA01,2024,RE,100028,S028,2024-07-10,2024-07-11,2024-08-24,2024-08-22,2024-08-22,PAY6973501,20486.33,CAD,Paid,Net 45,0
INV-02007,PO-18768,TX-02007,CA01,2024,RE,100038,S038,2024-01-26,2024-01-26,2024-02-25,,,,31656.54,CAD,Overdue,Net 30,0
INV-00802,PO-47387,TX-00802,CA01,2023,RE,100035,S035,2023-12-14,2023-12-15,2024-01-28,2024-01-24,2024-01-24,PAY6932988,32891.05,CAD,Paid,Net 45,0
INV-00884,PO-43493,TX-00884,CA01,2024,RE,100027,S027,2024-04-30,2024-05-01,2024-05-30,2024-05-27,2024-05-27,PAY6872496,89110.22,CAD,Paid,Net 30,0
INV-01977,PO-71952,TX-01977,CA01,2023,RE,100029,S029,2023-03-10,2023-03-12,2023-04-09,,,,3018.41,CAD,Pending,Net 30,0
INV-00904,PO-51591,TX-00904,CA01,2025,RE,100018,S018,2025-11-02,2025-11-03,2025-12-02,,,,35090.05,CAD,Pending,Net 30,0
INV-00075,PO-86720,TX-00075,CA01,2025,RE,100002,S002,2025-12-03,2025-12-04,2026-01-02,2025-12-29,2025-12-29,PAY6083840,55212.84,CAD,Paid,Net 30,0
INV-02310,PO-72620,TX-02310,CA01,2023,RE,100001,S001,2023-10-09,2023-10-11,2023-11-08,2023-11-04,2023-11-04,PAY6490795,45278.25,CAD,Paid,Net 30,0
INV-00616,PO-23829,TX-00616,CA01,2024,RE,100029,S029,2024-01-07,2024-01-08,2024-02-06,2024-02-01,2024-02-01,PAY6839930,6591.36,CAD,Paid,Net 30,0
INV-02291,PO-93840,TX-02291,CA01,2023,RE,100038,S038,2023-04-07,2023-04-09,2023-05-07,,,,82511.18,CAD,Pending,Net 30,0
INV-01176,PO-32089,TX-01176,CA01,2025,RE,100034,S034,2025-12-24,2025-12-26,2026-02-07,,,,11576.18,CAD,Pending,Net 45,0
INV-01242,PO-57873,TX-01242,CA01,2023,RE,100028,S028,2023-06-06,2023-06-07,2023-07-21,,,,81794.24,CAD,Pending,Net 45,0
INV-00248,PO-70375,TX-00248,CA01,2025,RE,100003,S003,2025-05-25,2025-05-26,2025-06-09,,,,41261.98,CAD,Pending,Net 15,0
INV-01482,PO-15542,TX-01482,CA01,2025,RE,100001,S001,2025-12-20,2025-12-20,2026-01-19,,,,5371.42,CAD,Pending,Net 30,0
INV-01483,PO-26206,TX-01483,CA01,2023,RE,100018,S018,2023-02-20,2023-02-22,2023-03-22,,,,37082.43,CAD,Overdue,Net 30,0
INV-01613,PO-94230,TX-01613,CA01,2023,RE,100028,S028,2023-01-24,2023-01-24,2023-03-10,,,,91031.12,CAD,Pending,Net 45,0
INV-00345,PO-99267,TX-00345,CA01,2025,RE,100037,S037,2025-03-18,2025-03-19,2025-04-17,,,,75561.55,CAD,Overdue,Net 30,0
INV-00627,PO-93084,TX-00627,CA01,2024,RE,100038,S038,2024-04-10,2024-04-10,2024-05-10,,,,64333.6,CAD,Pending,Net 30,0
INV-01614,PO-88820,TX-01614,CA01,2025,RE,100029,S029,2025-07-24,2025-07-26,2025-08-23,2025-08-18,2025-08-18,PAY6669952,5736.74,CAD,Paid,Net 30,0
INV-00958,PO-11035,TX-00958,CA01,2024,RE,100034,S034,2024-09-17,2024-09-17,2024-11-01,2024-10-29,2024-10-29,PAY6063648,130504.77,CAD,Paid,Net 45,0
INV-01570,PO-52547,TX-01570,CA01,2024,RE,100033,S033,2024-10-20,2024-10-22,2024-11-19,2024-11-14,2024-11-14,PAY6378458,19332.63,CAD,Paid,Net 30,0
INV-00167,PO-65027,TX-00167,CA01,2024,RE,100038,S038,2024-08-18,2024-08-19,2024-09-17,2024-09-12,2024-09-12,PAY6585126,3955.77,CAD,Paid,Net 30,0
INV-01887,PO-28025,TX-01887,CA01,2025,RE,100007,S007,2025-01-07,2025-01-08,2025-02-06,2025-02-02,2025-02-02,PAY6779592,64926.29,CAD,Paid,Net 30,0
INV-01611,PO-72691,TX-01611,CA01,2023,RE,100026,S026,2023-04-17,2023-04-19,2023-05-17,2023-05-15,2023-05-15,PAY6983819,36836.82,CAD,Paid,Net 30,0
INV-DUP-016,PO-93839,TX-DUP-016,CA01,2024,RE,100002,S002,2024-10-19,2024-10-20,2024-11-18,2024-11-15,2024-11-15,PAY6933684,80577.12,CAD,Paid,Net 30,0
INV-01510,PO-41558,TX-01510,CA01,2025,RE,100030,S030,2025-08-31,2025-09-01,2025-09-30,2025-09-30,2025-09-30,PAY6436158,30302.55,CAD,Paid,Net 30,0
INV-01663,PO-50819,TX-01663,CA01,2025,RE,100030,S030,2025-06-23,2025-06-24,2025-07-23,2025-07-19,2025-07-19,PAY6861957,17696.25,CAD,Paid,Net 30,0
INV-01503,PO-83289,TX-01503,CA01,2025,RE,100007,S007,2025-08-21,2025-08-22,2025-09-20,,,,19023.08,CAD,Overdue,Net 30,0
